class	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"OTU_12477"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Subdoligranulum"	NA
"OTU_12478"	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	NA	NA
"OTU_12479"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	NA	NA	NA
"OTU_12480"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA
"OTU_12481"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	NA	NA	NA
"OTU_12482"	"Bacteria"	"Firmicutes"	NA	NA	NA	NA	NA
"OTU_12483"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	NA	NA	NA
"OTU_12484"	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Faecalibaculum"	NA
"OTU_12485"	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	NA	NA
"OTU_12486"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	NA	NA	NA
"OTU_12487"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	NA	NA	NA
"OTU_12488"	"Bacteria"	"Bacteroidetes"	NA	NA	NA	NA	NA
"OTU_12489"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	NA
"OTU_12490"	"Bacteria"	"Actinobacteria"	"Coriobacteriia"	"Coriobacteriales"	"Coriobacteriaceae"	NA	NA
"OTU_12491"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidales_S24-7_group"	NA	NA
"OTU_12492"	"Bacteria"	"Firmicutes"	NA	NA	NA	NA	NA
"OTU_12493"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidales_S24-7_group"	NA	NA
"OTU_12494"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	NA	NA
"OTU_12495"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	NA	NA
"OTU_12496"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	NA	NA	NA
"OTU_12497"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	NA	NA
"OTU_12498"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Pseudoflavonifractor"	NA
"OTU_12499"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnospiraceae_NK4A136_group"	NA
"OTU_12500"	"Bacteria"	"Firmicutes"	NA	NA	NA	NA	NA
"OTU_12501"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	NA
"OTU_12502"	"Bacteria"	"Firmicutes"	NA	NA	NA	NA	NA
"OTU_12503"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"	NA
"OTU_12504"	"Bacteria"	"Firmicutes"	NA	NA	NA	NA	NA
"OTU_12505"	"Bacteria"	"Firmicutes"	NA	NA	NA	NA	NA
"OTU_12506"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12507"	"Bacteria"	"Actinobacteria"	"Coriobacteriia"	"Coriobacteriales"	"Coriobacteriaceae"	NA	NA
"OTU_12508"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidales_S24-7_group"	NA	NA
"OTU_12509"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12510"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12511"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12512"	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Faecalibaculum"	NA
"OTU_12513"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU_12514"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12515"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12516"	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	NA	NA
"OTU_12517"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	NA	NA
"OTU_12518"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	NA	NA
"OTU_12519"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	NA	NA
"OTU_12520"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Anaerotruncus"	NA
"OTU_12521"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	NA	NA
"OTU_12522"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Pseudoscardovia"	NA
"OTU_12523"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	NA	NA	NA
"OTU_12524"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruminiclostridium"	NA
"OTU_12525"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12526"	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	NA	NA
"OTU_12527"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12528"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	NA	NA
"OTU_12529"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12530"	"Bacteria"	"Firmicutes"	NA	NA	NA	NA	NA
"OTU_12531"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12532"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Pseudoflavonifractor"	NA
"OTU_12533"	"Bacteria"	"Firmicutes"	NA	NA	NA	NA	NA
"OTU_12534"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lactonifactor"	NA
"OTU_12535"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	NA	NA	NA
"OTU_12536"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12537"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidales_S24-7_group"	NA	NA
"OTU_12538"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12539"	"Bacteria"	"Actinobacteria"	NA	NA	NA	NA	NA
"OTU_12540"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU_12541"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidales_S24-7_group"	NA	NA
"OTU_12542"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacteriales"	"Enterobacteriaceae"	"Pseudocitrobacter"	NA
"OTU_12543"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU_12544"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	NA	NA	NA
"OTU_12545"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU_12546"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Oscillibacter"	NA
"OTU_12547"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"	NA
"OTU_12548"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	NA	NA	NA
"OTU_12549"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12550"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU_12551"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	NA	NA
"OTU_12552"	"Bacteria"	"Firmicutes"	NA	NA	NA	NA	NA
"OTU_12553"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12554"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU_12555"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	NA	NA	NA
"OTU_12556"	"Bacteria"	"Firmicutes"	NA	NA	NA	NA	NA
"OTU_12557"	"Bacteria"	"Firmicutes"	"Bacilli"	NA	NA	NA	NA
"OTU_12558"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	NA	NA
"OTU_12559"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12560"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae_1"	NA	NA
"OTU_12561"	"Bacteria"	"Bacteroidetes"	NA	NA	NA	NA	NA
"OTU_12562"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	NA	NA	NA
"OTU_12563"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	NA	NA	NA
"OTU_12564"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12565"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12566"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidales_S24-7_group"	NA	NA
"OTU_12567"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12568"	"Bacteria"	"Firmicutes"	NA	NA	NA	NA	NA
"OTU_12569"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU_12570"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU_12571"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12572"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12573"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	NA	NA
"OTU_12574"	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	NA	NA
"OTU_12575"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	NA	NA	NA
"OTU_12576"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12577"	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Faecalibaculum"	NA
"OTU_12578"	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Turicibacter"	NA
"OTU_12579"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12580"	"Bacteria"	"Firmicutes"	NA	NA	NA	NA	NA
"OTU_12581"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12582"	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Faecalibaculum"	NA
"OTU_12583"	"Bacteria"	"Firmicutes"	NA	NA	NA	NA	NA
"OTU_12584"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidales_S24-7_group"	NA	NA
"OTU_12585"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	NA	NA
"OTU_12586"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12587"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	NA	NA	NA
"OTU_12588"	"Bacteria"	"Firmicutes"	NA	NA	NA	NA	NA
"OTU_12589"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	NA	NA	NA
"OTU_12590"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidales_S24-7_group"	NA	NA
"OTU_12591"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Marvinbryantia"	NA
"OTU_12592"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"	NA
"OTU_12593"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	NA	NA
"OTU_12594"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"	NA
"OTU_12595"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	NA
"OTU_12596"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12597"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	NA	NA	NA
"OTU_12598"	"Bacteria"	"Firmicutes"	"Bacilli"	NA	NA	NA	NA
"OTU_12599"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"	NA
"OTU_12600"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	NA	NA
"OTU_12601"	"Bacteria"	"Firmicutes"	NA	NA	NA	NA	NA
"OTU_12602"	"Bacteria"	"Firmicutes"	NA	NA	NA	NA	NA
"OTU_12603"	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Allobaculum"	NA
"OTU_12604"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12605"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU_12606"	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Allobaculum"	NA
"OTU_12607"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12608"	"Bacteria"	"Actinobacteria"	NA	NA	NA	NA	NA
"OTU_12609"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	NA	NA	NA
"OTU_12610"	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Faecalibaculum"	NA
"OTU_12611"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	NA	NA	NA
"OTU_12612"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	NA	NA
"OTU_12613"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12614"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	NA	NA	NA
"OTU_12615"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12616"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU_12617"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	NA	NA	NA
"OTU_12618"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	NA	NA	NA
"OTU_12619"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12620"	"Bacteria"	"Firmicutes"	NA	NA	NA	NA	NA
"OTU_12621"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidales_S24-7_group"	NA	NA
"OTU_12622"	"Bacteria"	"Bacteroidetes"	NA	NA	NA	NA	NA
"OTU_12623"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidales_S24-7_group"	NA	NA
"OTU_12624"	"Bacteria"	"Firmicutes"	NA	NA	NA	NA	NA
"OTU_12625"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidales_S24-7_group"	NA	NA
"OTU_12626"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	NA	NA
"OTU_12627"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacteriales"	"Enterobacteriaceae"	NA	NA
"OTU_12628"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	NA	NA
"OTU_12629"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	NA	NA
"OTU_12630"	"Bacteria"	"Firmicutes"	NA	NA	NA	NA	NA
"OTU_12631"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU_12632"	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Faecalibaculum"	NA
"OTU_12633"	"Bacteria"	"Firmicutes"	NA	NA	NA	NA	NA
"OTU_12634"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	NA	NA	NA
"OTU_12635"	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Faecalibaculum"	NA
"OTU_12636"	"Bacteria"	"Firmicutes"	NA	NA	NA	NA	NA
"OTU_12637"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidales_S24-7_group"	NA	NA
"OTU_12638"	"Bacteria"	"Firmicutes"	NA	NA	NA	NA	NA
"OTU_12639"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12640"	"Bacteria"	"Firmicutes"	"Bacilli"	NA	NA	NA	NA
"OTU_12641"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	NA	NA
"OTU_12642"	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Faecalibaculum"	NA
"OTU_12643"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU_12644"	"Bacteria"	"Actinobacteria"	"Coriobacteriia"	"Coriobacteriales"	"Coriobacteriaceae"	NA	NA
"OTU_12645"	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Faecalibaculum"	NA
"OTU_12646"	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Faecalibaculum"	NA
"OTU_12647"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	NA
"OTU_12648"	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Faecalibaculum"	NA
"OTU_12649"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU_12650"	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Faecalibaculum"	NA
"OTU_12651"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12652"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12653"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12654"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	NA	NA
"OTU_12655"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidales_S24-7_group"	NA	NA
"OTU_12656"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	NA	NA	NA
"OTU_12657"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	NA	NA
"OTU_12658"	"Bacteria"	"Firmicutes"	"Bacilli"	NA	NA	NA	NA
"OTU_12659"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12660"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12661"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	NA	NA
"OTU_12662"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruminococcaceae_UCG-014"	NA
"OTU_12663"	"Bacteria"	"Firmicutes"	NA	NA	NA	NA	NA
"OTU_12664"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	NA
"OTU_12665"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	NA	NA	NA
"OTU_12666"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU_12667"	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Acidaminococcaceae"	"Acidaminococcus"	NA
"OTU_12668"	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Faecalibaculum"	NA
"OTU_12669"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidales_S24-7_group"	NA	NA
"OTU_12670"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12671"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12672"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidales_S24-7_group"	NA	NA
"OTU_12673"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	NA
"OTU_12674"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"OTU_12675"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	NA	NA
"OTU_12676"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidales_S24-7_group"	NA	NA
"OTU_12677"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12678"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12679"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	NA
"OTU_12680"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU_12681"	"Bacteria"	"Actinobacteria"	"Coriobacteriia"	"Coriobacteriales"	"Coriobacteriaceae"	"Enterorhabdus"	NA
"OTU_12682"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidales_S24-7_group"	NA	NA
"OTU_12683"	"Bacteria"	"Firmicutes"	NA	NA	NA	NA	NA
"OTU_12684"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	NA	NA
"OTU_12685"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidales_S24-7_group"	NA	NA
"OTU_12686"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidales_S24-7_group"	NA	NA
"OTU_12687"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	NA	NA	NA
"OTU_12688"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	NA	NA	NA
"OTU_12689"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	NA	NA	NA
"OTU_12690"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"OTU_12691"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	NA
"OTU_12692"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	NA	NA
"OTU_12693"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	NA	NA	NA
"OTU_12694"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU_12695"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidales_S24-7_group"	NA	NA
"OTU_12696"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Anaerotruncus"	NA
"OTU_12697"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	NA	NA
"OTU_12698"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	NA
"OTU_12699"	"Bacteria"	"Firmicutes"	NA	NA	NA	NA	NA
"OTU_12700"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	NA	NA	NA
"OTU_12701"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU_12702"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	NA	NA
"OTU_12703"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	NA
"OTU_12704"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnospiraceae_FCS020_group"	NA
"OTU_12705"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Bradyrhizobiaceae"	"Bradyrhizobium"	NA
"OTU_12706"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Planococcaceae"	NA	NA
"OTU_12707"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	NA	NA	NA
"OTU_12708"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	NA	NA	NA
"OTU_12709"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidales_S24-7_group"	NA	NA
"OTU_12710"	"Bacteria"	"Firmicutes"	NA	NA	NA	NA	NA
